title,season,episode_number,air_date,month,year,colors,subjects,image_link,youtube_link,notes
Serenity,21,4,1990-09-26,September,1990,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, FLOWERS, RIVER, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting20.png,https://www.youtube.com/embed/crqmO3qDdco,
Cabin at Trial's End,21,5,1990-10-03,October,1990,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CABIN, DECIDUOUS, FRAMED, OVAL_FRAME, PATH, STRUCTURE, TREE, TREES",https://www.twoinchbrush.com/images/painting21.png,https://www.youtube.com/embed/GLkLO4KqTRs,
Mountain Rhapsody,21,6,1990-10-10,October,1990,"Alizarin Crimson, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, LAKE, MOUNTAIN, SNOW, SNOWY_MOUNTAIN, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting22.png,https://www.youtube.com/embed/H4VsmKU5T7g,
Wilderness Cabin,21,7,1990-10-17,October,1990,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CABIN, CONIFER, LAKE, ROCKS, STRUCTURE, TREE, TREES",https://www.twoinchbrush.com/images/painting23.png,https://www.youtube.com/embed/GWehiacnd1E,
By the Sea,21,8,1990-10-24,October,1990,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BEACH, CLIFF, CLOUDS, CUMULUS, DECIDUOUS, OCEAN, ROCKS, SUN, TREE, WAVES",https://www.twoinchbrush.com/images/painting24.png,https://www.youtube.com/embed/8tHHBTK6wwc,
Indian Summer,21,9,1990-10-31,October,1990,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, TREE, TREES",https://www.twoinchbrush.com/images/painting25.png,https://www.youtube.com/embed/pfWV8NkotvU,
Blue Winter,21,10,1990-11-07,November,1990,"Midnight Black, Prussian Blue, Titanium White","CLOUDS, CONIFER, CUMULUS, MOUNTAIN, MOUNTAINS, RIVER, SNOW, SNOWY_MOUNTAIN, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting27.png,https://www.youtube.com/embed/liR0gS0sZY0,
Desert Glow,21,11,1990-11-14,November,1990,"Alizarin Crimson, Bright Red, Cadmium Yellow, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Yellow Ochre","CACTUS, CLOUDS, FRAMED, MOUNTAIN, OVAL_FRAME, PATH",https://www.twoinchbrush.com/images/painting28.png,https://www.youtube.com/embed/QyncJfL_HmU,
Lone Mountain,21,12,1990-11-21,November,1990,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, GRASS, LAKE, MOUNTAIN, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting29.png,https://www.youtube.com/embed/NJbzIftLLmU,
Florida's Glory,21,13,1990-11-28,November,1990,"Alizarin Crimson, Cadmium Yellow, Dark Sienna, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BEACH, FLORIDA_FRAME, OCEAN, PALM_TREES, WAVES",https://www.twoinchbrush.com/images/painting30.png,https://www.youtube.com/embed/HQC5sPN9Xhc,
Autumn Images,22,1,1991-01-01,January,1991,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Red, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CLOUDS, CUMULUS, DECIDUOUS, FLOWERS, RIVER, TREE, TREES",https://www.twoinchbrush.com/images/painting14.png,https://www.youtube.com/embed/HMx34Am6RFg,
Hint of Springtime,22,2,1991-01-08,January,1991,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, MOUNTAIN, MOUNTAINS, RIVER, SNOWY_MOUNTAIN, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting15.png,https://www.youtube.com/embed/C-OSaHvt8ms,
Around the Bend,22,3,1991-01-15,January,1991,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, FLOWERS, RIVER, ROCKS, TREE, TREES",https://www.twoinchbrush.com/images/painting16.png,https://www.youtube.com/embed/Kl5X3icOVvw,
Countryside Oval,22,4,1991-01-22,January,1991,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CLOUDS, DECIDUOUS, FRAMED, GRASS, HILLS, OVAL_FRAME, RIVER, TREE, TREES",https://www.twoinchbrush.com/images/painting4.png,https://www.youtube.com/embed/hdNH5axK4u0,
Russet Winter,22,5,1991-01-29,January,1991,"Alizarin Crimson, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre","BARN, DECIDUOUS, SNOW, STRUCTURE, TREE, WINTER",https://www.twoinchbrush.com/images/painting5.png,https://www.youtube.com/embed/aE4nID1p-t0,
Purple Haze,22,6,1991-02-05,February,1991,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, DECIDUOUS, GRASS, RIVER, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting6.png,https://www.youtube.com/embed/ZoJ2tcXWb7g,
Dimensions,22,7,1991-02-12,February,1991,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, FRAMED, MOUNTAIN, MOUNTAINS, RECTANGLE_3D_FRAME, RIVER, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting7.png,https://www.youtube.com/embed/JUuP75RVZDI,
Deep Wilderness Home,22,8,1991-02-19,February,1991,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CABIN, CLIFF, DECIDUOUS, GRASS, RIVER, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting8.png,https://www.youtube.com/embed/uZWNvDFfbUk,
Haven in the Valley,22,9,1991-02-26,February,1991,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CABIN, CONIFER, FRAMED, LAKE, MOUNTAIN, MOUNTAINS, OVAL_FRAME, PATH, SNOWY_MOUNTAIN, STRUCTURE, TREE, TREES",https://www.twoinchbrush.com/images/painting9.png,https://www.youtube.com/embed/Qccgam514ds,
Wintertime Blues,22,10,1991-03-05,March,1991,"Alizarin Crimson, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown","CLOUDS, CONIFER, CUMULUS, MOUNTAIN, MOUNTAINS, SNOW, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting10.png,https://www.youtube.com/embed/dbMJVM4iL2Q,
Pastel Seascape,22,11,1991-03-12,March,1991,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BEACH, CLOUDS, FRAMED, OCEAN, OVAL_FRAME, SUN, WAVES",https://www.twoinchbrush.com/images/painting11.png,https://www.youtube.com/embed/K4aud_SpFDQ,
Country Creek,22,12,1991-03-19,March,1991,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, RIVER, ROCKS, TREE, TREES",https://www.twoinchbrush.com/images/painting12.png,https://www.youtube.com/embed/JDa6JPcqy88,
Silent Forest,22,13,1991-03-26,March,1991,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, GRASS, RIVER, TREE, TREES",https://www.twoinchbrush.com/images/painting13.png,https://www.youtube.com/embed/AE1GKcL3NuI,
Frosty Winter Morn,23,1,1991-09-03,September,1991,"Alizarin Crimson, Cadmium Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown","CABIN, CONIFER, DECIDUOUS, FENCE, HILLS, SNOW, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting295.png,https://www.youtube.com/embed/1-9_enMBquw,
Forest Edge,23,2,1991-09-10,September,1991,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, DECIDUOUS, GRASS, PATH, TREE, TREES",https://www.twoinchbrush.com/images/painting296.png,https://www.youtube.com/embed/puGk2iFvvp0,
Mountain Ridge Lake,23,3,1991-09-17,September,1991,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CLOUDS, CONIFER, CUMULUS, GRASS, LAKE, MOUNTAIN, MOUNTAINS, TREE",https://www.twoinchbrush.com/images/painting297.png,https://www.youtube.com/embed/Hq-z06i6HCs,
Reflections of Gold,23,4,1991-09-24,September,1991,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre","CLOUDS, DECIDUOUS, FRAMED, OVAL_FRAME, RIVER, SNOW, SUN, TREE, TREES",https://www.twoinchbrush.com/images/painting298.png,https://www.youtube.com/embed/8f9CCnqJ_1Y,
Quiet Cove,23,5,1991-10-01,October,1991,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, DECIDUOUS, HILLS, LAKE, ROCKS, TREE, TREES",https://www.twoinchbrush.com/images/painting299.png,https://www.youtube.com/embed/cR9hTbSomx4,
River's Peace,23,6,1991-10-08,October,1991,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, GRASS, RIVER, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting300.png,https://www.youtube.com/embed/flCWS9LB4Ks,
At Dawn's Light,23,7,1991-10-15,October,1991,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Midnight Black, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, DECIDUOUS, LAKE, PATH, TREE, TREES",https://www.twoinchbrush.com/images/painting301.png,https://www.youtube.com/embed/HFdTxqEznIk,
Valley Waterfall,23,8,1991-10-22,October,1991,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, GRASS, MOUNTAIN, RIVER, ROCKS, SNOWY_MOUNTAIN, TREE, WATERFALL",https://www.twoinchbrush.com/images/painting302.png,https://www.youtube.com/embed/VYcsYzzRae4,
Toward Day's End,23,9,1991-10-29,October,1991,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CABIN, DECIDUOUS, FRAMED, GRASS, OVAL_FRAME, RIVER, STRUCTURE, TREE, TREES",https://www.twoinchbrush.com/images/painting303.png,https://www.youtube.com/embed/cFi_fJl40BA,
Falls in the Glen,23,10,1991-11-05,November,1991,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, DECIDUOUS, GRASS, MOUNTAIN, RIVER, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting304.png,https://www.youtube.com/embed/txAtX-VyVNc,
Frozen Beauty in Vignette,23,11,1991-11-12,November,1991,"Bright Red, Dark Sienna, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre","CABIN, CONIFER, DECIDUOUS, LAKE, SNOW, STRUCTURE, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting305.png,https://www.youtube.com/embed/H15kV1wbDG4,
Crimson Tide,23,12,1991-11-19,November,1991,"Alizarin Crimson, Cadmium Yellow, Dark Sienna, Midnight Black, Phthalo Blue, Titanium White, Van Dyke Brown, Yellow Ochre","BEACH, CLIFF, CLOUDS, OCEAN, ROCKS, SUN, WAVES",https://www.twoinchbrush.com/images/painting306.png,https://www.youtube.com/embed/Y7SDU4i6Fco,
Winter Bliss,23,13,1991-11-26,November,1991,"Alizarin Crimson, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White, Van Dyke Brown","BUSHES, DECIDUOUS, FRAMED, LAKE, MOUNTAIN, MOUNTAINS, OVAL_FRAME, SNOW, SNOWY_MOUNTAIN, TREE, WINTER",https://www.twoinchbrush.com/images/painting307.png,https://www.youtube.com/embed/yInYwy6AsDQ,
Grey Mountain,24,1,1992-01-07,January,1992,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, MOUNTAIN, RIVER, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting308.png,https://www.youtube.com/embed/4XxClvPZ1RE,
Wayside Pond,24,2,1992-01-14,January,1992,"Alizarin Crimson, Black Gesso, Bright Red, Dark Sienna, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, LAKE, TREE, TREES",https://www.twoinchbrush.com/images/painting309.png,https://www.youtube.com/embed/FPW2FwK4IOo,
Teton Winter,24,3,1992-01-21,January,1992,"Alizarin Crimson, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White","CABIN, DECIDUOUS, MOUNTAIN, SNOW, SNOWY_MOUNTAIN, STRUCTURE, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting310.png,https://www.youtube.com/embed/I4h6TC4CPJY,
Little Home in the Meadow,24,4,1992-01-28,January,1992,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Yellow Ochre","CABIN, CONIFER, DECIDUOUS, FRAMED, GRASS, OVAL_FRAME, STRUCTURE, TREE, TREES",https://www.twoinchbrush.com/images/painting311.png,https://www.youtube.com/embed/nU1zV93N-kI,
Pretty Autumn Day,24,5,1992-02-04,February,1992,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Yellow Ochre","CLOUDS, CONIFER, DECIDUOUS, GRASS, MOUNTAIN, RIVER, ROCKS, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting312.png,https://www.youtube.com/embed/HWedDS3p7XI,
Mirrored Images,24,6,1992-02-11,February,1992,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CLOUDS, CONIFER, LAKE, MOUNTAIN, MOUNTAINS, ROCKS, TREE, TREES",https://www.twoinchbrush.com/images/painting313.png,https://www.youtube.com/embed/i29frkR1T98,
Back-Country Path,24,7,1992-02-18,February,1992,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Yellow Ochre","BUSHES, DECIDUOUS, PATH, TREE, TREES",https://www.twoinchbrush.com/images/painting314.png,https://www.youtube.com/embed/2iNMoQB1Pe8,
Graceful Waterfall,24,8,1992-02-25,February,1992,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CLIFF, DECIDUOUS, RIVER, ROCKS, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting315.png,https://www.youtube.com/embed/fBh1nA4pMDY,
Icy Lake,24,9,1992-03-03,March,1992,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, DECIDUOUS, FRAMED, GUEST, LAKE, OVAL_FRAME, SNOW, STEVE_ROSS, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting316.png,https://www.youtube.com/embed/AmBDmgta3l4,
Rowboat on the Beach,24,10,1992-03-10,March,1992,"Alizarin Crimson, Cadmium Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Sap Green, Titanium White, Yellow Ochre","BEACH, BOAT, CLOUDS, FRAMED, GRASS, HILLS, OCEAN, OVAL_FRAME, SUN, WAVES",https://www.twoinchbrush.com/images/painting317.png,https://www.youtube.com/embed/hfvhXOvg43w,
Portrait of Winter,24,11,1992-03-17,March,1992,"Alizarin Crimson, Midnight Black, Phthalo Blue, Prussian Blue, Titanium White","BUSHES, CONIFER, LAKE, MOUNTAIN, MOUNTAINS, SNOW, SNOWY_MOUNTAIN, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting318.png,https://www.youtube.com/embed/JLnIUGOupOA,
Footbridge,24,12,1992-03-24,March,1992,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BRIDGE, CONIFER, DECIDUOUS, GRASS, RIVER, ROCKS, STRUCTURE, TREE, TREES",https://www.twoinchbrush.com/images/painting319.png,https://www.youtube.com/embed/RqtDliGeyTg,
Snowbound Cabin,24,13,1992-03-31,March,1992,"Alizarin Crimson, Black Gesso, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White","CABIN, CLOUDS, CONIFER, DECIDUOUS, FENCE, SNOW, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting320.png,https://www.youtube.com/embed/obSLZWXmDak,
Hide-a-Way Cove,25,1,1992-08-25,August,1992,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, LAKE, MOUNTAIN, SNOWY_MOUNTAIN, TREE, TREES",https://www.twoinchbrush.com/images/painting321.png,https://www.youtube.com/embed/l_HqMYquc08,
Enchanted Falls Oval,25,2,1992-09-01,September,1992,"Alizarin Crimson, Black Gesso, Indian Yellow, Sap Green, Titanium White, Yellow Ochre","DECIDUOUS, FRAMED, OVAL_FRAME, RIVER, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting322.png,https://www.youtube.com/embed/HklPkQ0lSKA,
Not Quite Spring,25,3,1992-09-08,September,1992,"Alizarin Crimson, Black Gesso, Cadmium Yellow, Dark Sienna, Midnight Black, Prussian Blue, Titanium White, Van Dyke Brown, Yellow Ochre","CONIFER, LAKE, MOUNTAIN, SNOW, SNOWY_MOUNTAIN, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting323.png,https://www.youtube.com/embed/N_u6x7LeyTM,
Splashes of Autumn,25,4,1992-09-15,September,1992,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, LAKE, RIVER, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting324.png,https://www.youtube.com/embed/YcbaMqq_X8s,
Summer in the Mountains,25,5,1992-09-22,September,1992,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CLOUDS, CONIFER, GUEST, LAKE, MOUNTAIN, MOUNTAINS, SNOWY_MOUNTAIN, STEVE_ROSS, TREE, TREES",https://www.twoinchbrush.com/images/painting325.png,https://www.youtube.com/embed/gmCXgS38NDc,
Oriental Falls,25,6,1992-09-29,September,1992,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, FOG, ROCKS, TREE, TREES, WATERFALL",https://www.twoinchbrush.com/images/painting326.png,https://www.youtube.com/embed/v8Znj8bbmCQ,
Autumn Palette,25,7,1992-10-06,October,1992,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, FENCE, LAKE, TREE, TREES",https://www.twoinchbrush.com/images/painting327.png,https://www.youtube.com/embed/HWrvW-NgaOY,
Cypress Swamp,25,8,1992-10-13,October,1992,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","DECIDUOUS, LAKE, TREE",https://www.twoinchbrush.com/images/painting328.png,https://www.youtube.com/embed/FdIUHudQABI,
Downstream View,25,9,1992-10-20,October,1992,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CLOUDS, CONIFER, CUMULUS, DECIDUOUS, GRASS, RIVER, ROCKS, TREE, TREES",https://www.twoinchbrush.com/images/painting329.png,https://www.youtube.com/embed/KsDPg5HZYNw,
Just Before the Storm,25,10,1992-10-27,October,1992,"Alizarin Crimson, Cadmium Yellow, Dark Sienna, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown","CLOUDS, FRAMED, OCEAN, OVAL_FRAME, PALM_TREES, WAVES",https://www.twoinchbrush.com/images/painting330.png,https://www.youtube.com/embed/Rh-jKrMrmOA,
Fisherman's Paradise,25,11,1992-11-03,November,1992,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CABIN, CONIFER, LAKE, STRUCTURE, SUN, TREE, TREES",https://www.twoinchbrush.com/images/painting331.png,https://www.youtube.com/embed/uJLK85uU5mA,
Desert Hues,25,12,1992-11-10,November,1992,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CACTUS, CIRRUS, CLOUDS, MOUNTAIN, PATH",https://www.twoinchbrush.com/images/painting332.png,https://www.youtube.com/embed/UUNNXGVNTuI,
The Property Line,25,13,1992-11-17,November,1992,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, DECIDUOUS, FENCE, SNOW, TREE, WINTER",https://www.twoinchbrush.com/images/painting333.png,https://www.youtube.com/embed/ivesI3rU7dU,
In the Stillness of Morning,26,1,1992-12-01,December,1992,"Alizarin Crimson, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, CONIFER, FOG, GRASS, RIVER, TREE, TREES",https://www.twoinchbrush.com/images/painting334.png,https://www.youtube.com/embed/5rfGa1_iJpw,
Delightful Meadow Home,26,2,1992-12-08,December,1992,"Alizarin Crimson, Bright Red, Cadmium Yellow, Indian Yellow, Midnight Black, Prussian Blue, Sap Green, Titanium White, Yellow Ochre","CABIN, DECIDUOUS, FENCE, GRASS, PATH, STRUCTURE, TREE, TREES",https://www.twoinchbrush.com/images/painting335.png,https://www.youtube.com/embed/tWoInh2USOs,
First Snow,26,3,1992-12-15,December,1992,"Alizarin Crimson, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Midnight Black, Phthalo Blue, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","CLOUDS, CONIFER, GRASS, MOUNTAIN, SNOW, SNOWY_MOUNTAIN, TREE, TREES, WINTER",https://www.twoinchbrush.com/images/painting336.png,https://www.youtube.com/embed/raAkJKeo0Sk,
Lake in the Valley,26,4,1992-12-22,December,1992,"Alizarin Crimson, Black Gesso, Bright Red, Cadmium Yellow, Dark Sienna, Indian Yellow, Liquid Clear, Midnight Black, Phthalo Blue, Phthalo Green, Prussian Blue, Sap Green, Titanium White, Van Dyke Brown, Yellow Ochre","BUSHES, DECIDUOUS, GRASS, LAKE, MOUNTAIN, PATH, SNOWY_MOUNTAIN, SUN, TREE, TREES",https://www.twoinchbrush.com/images/painting337.png,https://www.youtube.com/embed/KvJmSrErm20,
